distance_km,current_speed_kmh,hour_of_day,day_of_week,is_weekend,traffic_level,eta_minutes
4.772,13.81,18,2,0,0.983,21.37
6.513,36.18,4,5,1,0.182,11.06
12.621,27.77,11,1,0,0.46,29.04
4.905,38.06,1,4,0,0.139,9.24
11.951,38.37,3,2,0,0.02,20.61
10.929,34.71,13,6,1,0.192,19.06
4.171,33.12,16,6,1,0.21,8.36
8.588,39.79,5,3,0,0.067,15.3
9.187,38.55,5,3,0,0.13,15.76
1.53,39.02,20,5,1,0.009,4.22
11.503,29.01,14,1,0,0.316,24.62
1.81,35.98,22,4,0,0.246,5.08
1.463,21.42,16,3,0,0.724,5.66
7.672,16.99,18,4,0,0.753,28.44
7.286,34.26,22,2,0,0.195,14.53
0.79,22.11,17,3,0,0.604,2.62
14.144,35.58,21,4,0,0.299,24.83
4.996,35.13,1,1,0,0.254,9.27
5.637,37.62,20,5,1,0.135,9.71
3.164,33.08,11,6,1,0.268,5.76
10.329,37.02,4,1,0,0.048,18.94
7.487,33.95,3,2,0,0.178,14.83
7.686,29.63,12,2,0,0.4,15.71
8.675,11.1,9,1,0,0.98,47.72
5.216,35.11,1,2,0,0.195,11.08
8.28,13.62,18,2,0,0.972,37.97
12.115,32.38,23,3,0,0.262,23.34
4.716,12.11,7,3,0,0.985,24.99
12.653,42.23,21,5,1,0.062,19.83
3.688,38.73,4,1,0,0.109,8.11
6.937,21.61,8,3,0,0.706,20.45
14.204,34.48,21,1,0,0.206,25.89
7.153,32.63,4,2,0,0.281,14.58
6.044,18.83,19,3,0,0.773,20.61
6.969,25.74,13,1,0,0.514,18.03
6.629,40.58,6,1,0,0.074,11.56
1.938,28.97,15,0,0,0.365,4.05
11.691,34.08,18,6,1,0.184,21.06
4.637,18.89,8,2,0,0.741,15.29
12.777,32.63,23,3,0,0.218,23.66
14.349,31.73,13,6,1,0.264,27.46
0.824,38.38,2,0,0,0.079,1.45
5.849,36.56,18,6,1,0.098,11.25
5.093,39.25,8,5,1,0.041,10.03
4.017,29.22,13,5,1,0.285,10.62
5.272,13.67,9,4,0,0.999,23.8
12.843,19.12,7,0,0,0.671,42.43
11.47,30.61,10,1,0,0.409,23.01
11.754,29.01,10,3,0,0.367,26.25
3.82,15.21,7,4,0,0.863,15.12
12.562,28.61,15,0,0,0.455,27.15
11.007,23.85,15,0,0,0.526,27.77
4.608,21.42,18,4,0,0.618,14.52
2.205,36.8,5,1,0,0.067,6.09
7.688,39.49,4,4,0,0.001,13.35
12.192,19.07,19,4,0,0.777,39.6
5.026,33.41,2,0,0,0.212,9.57
0.628,37.45,20,1,0,0.103,2.97
5.415,35.24,4,2,0,0.201,9.85
0.769,33.02,4,0,0,0.193,2.42
8.122,25.83,10,1,0,0.479,19.28
4.864,33.76,2,1,0,0.233,9.45
5.668,38.08,2,5,1,0.076,9.32
10.973,18.4,19,1,0,0.798,35.93
14.342,17.65,8,1,0,0.802,49.32
2.264,39.62,2,4,0,0.077,4.69
14.513,32.0,14,6,1,0.267,29.35
7.335,20.26,16,2,0,0.82,21.96
2.419,36.07,6,1,0,0.203,4.28
7.015,25.61,10,4,0,0.513,16.77
12.304,36.64,21,1,0,0.138,21.23
12.343,19.77,17,2,0,0.682,39.07
12.767,16.35,17,1,0,0.891,47.47
12.586,33.24,2,5,1,0.289,22.92
6.82,37.24,2,3,0,0.122,12.88
9.85,31.84,0,1,0,0.219,19.2
3.04,37.11,1,5,1,0.253,5.67
7.672,10.03,17,2,0,0.982,47.88
10.186,30.48,9,6,1,0.238,20.45
9.89,38.63,20,4,0,0.046,15.81
6.787,13.21,7,0,0,0.956,32.34
4.486,25.14,15,1,0,0.478,11.52
0.868,29.37,12,3,0,0.364,3.22
13.158,39.29,19,6,1,0.089,21.55
6.602,32.48,6,1,0,0.271,13.85
5.01,19.11,17,2,0,0.736,17.43
1.343,37.05,2,1,0,0.067,2.38
13.187,39.69,0,2,0,0.049,20.95
12.55,37.36,1,1,0,0.118,22.47
5.993,39.64,17,5,1,0.028,10.88
2.537,36.02,16,5,1,0.123,5.99
4.166,14.45,8,4,0,0.951,18.19
4.848,19.38,7,3,0,0.652,17.01
1.518,21.92,7,0,0,0.67,5.65
12.618,35.16,7,6,1,0.226,23.0
13.804,17.6,16,1,0,0.802,47.61
8.399,13.16,9,2,0,0.948,40.48
6.231,32.3,6,1,0,0.258,12.88
3.305,12.47,9,4,0,0.981,17.05
8.714,37.42,0,6,1,0.141,16.05
0.724,38.66,0,6,1,0.005,1.36
4.376,30.78,11,3,0,0.321,10.95
13.364,34.8,23,0,0,0.111,23.46
0.835,30.7,0,4,0,0.241,4.1
5.522,32.91,3,0,0,0.281,11.95
1.79,31.97,5,4,0,0.244,3.44
1.821,37.9,20,4,0,0.09,3.78
14.507,34.03,1,1,0,0.133,27.56
0.692,14.58,18,0,0,0.897,4.12
6.023,34.28,21,3,0,0.141,12.47
2.026,31.46,22,0,0,0.286,4.65
10.653,11.94,7,4,0,0.893,56.0
4.452,39.68,19,5,1,0.106,6.79
13.518,28.06,15,2,0,0.363,28.98
6.788,25.74,11,4,0,0.545,18.2
2.165,36.69,20,6,1,0.11,5.16
1.004,35.73,10,5,1,0.192,2.96
6.452,37.68,1,2,0,0.097,11.97
8.666,20.18,19,4,0,0.724,28.24
11.622,39.14,22,3,0,0.065,19.75
0.793,20.77,16,1,0,0.664,4.14
6.786,39.09,18,6,1,0.054,12.31
1.19,40.71,3,0,0,0.022,1.78
7.728,35.38,5,5,1,0.174,13.67
1.441,24.8,14,1,0,0.553,5.22
14.136,16.62,19,4,0,0.84,53.48
9.811,36.57,14,5,1,0.217,18.57
1.815,35.92,21,6,1,0.192,4.55
2.725,25.8,15,3,0,0.486,8.42
5.243,34.79,17,6,1,0.154,10.6
12.382,31.67,0,5,1,0.296,24.1
2.238,38.54,15,5,1,0.042,5.26
10.086,38.61,20,6,1,0.088,16.39
6.694,33.97,22,5,1,0.209,12.5
4.802,21.19,7,2,0,0.604,14.35
10.035,33.78,12,2,0,0.309,18.98
7.21,34.37,21,1,0,0.201,14.06
5.479,28.34,12,4,0,0.395,14.01
5.547,35.23,13,5,1,0.179,10.36
12.523,24.16,7,4,0,0.614,33.15
8.415,34.36,22,5,1,0.218,15.21
14.024,34.68,6,6,1,0.228,26.17
10.133,31.86,22,6,1,0.26,19.69
11.6,38.64,17,5,1,0.044,19.75
13.443,21.84,7,1,0,0.621,38.46
3.771,36.2,20,4,0,0.143,6.81
12.871,36.72,12,6,1,0.137,21.57
6.776,32.64,3,1,0,0.217,14.07
4.594,21.06,9,0,0,0.657,13.36
7.879,30.67,15,1,0,0.343,17.51
11.103,40.77,19,6,1,0.039,18.49
0.692,33.02,4,0,0,0.284,2.04
6.918,31.84,2,0,0,0.251,14.45
5.034,34.53,17,6,1,0.223,11.04
12.837,33.91,11,5,1,0.216,23.0
6.85,18.66,8,4,0,0.839,23.84
3.186,34.43,3,6,1,0.179,5.83
13.87,40.13,14,5,1,0.011,21.64
0.753,31.27,10,5,1,0.226,1.79
3.675,40.02,15,5,1,0.02,6.6
2.461,21.59,19,0,0,0.676,9.01
6.06,17.4,16,1,0,0.842,22.62
4.594,39.43,23,4,0,0.013,7.41
9.962,37.83,21,6,1,0.076,17.71
10.476,16.86,19,4,0,0.818,39.49
6.607,33.31,3,6,1,0.177,12.38
8.926,36.33,6,0,0,0.12,14.92
1.932,18.31,16,4,0,0.722,8.64
5.948,28.18,11,4,0,0.38,13.78
10.574,36.32,22,0,0,0.177,19.18
5.864,14.23,19,0,0,0.992,26.0
7.69,32.21,1,3,0,0.27,14.57
2.198,33.2,4,1,0,0.288,5.74
6.553,39.8,23,2,0,0.118,11.95
4.376,38.49,22,6,1,0.157,7.73
3.843,25.54,11,1,0,0.468,9.38
8.572,14.13,8,3,0,0.869,38.56
1.35,32.61,2,3,0,0.3,3.57
10.693,12.7,19,4,0,0.995,50.82
6.558,41.52,14,5,1,0.021,10.83
13.393,38.87,1,3,0,0.075,22.48
10.497,14.55,17,4,0,0.915,44.66
8.432,24.75,18,0,0,0.645,22.93
5.197,23.62,14,3,0,0.564,14.09
2.084,39.47,21,0,0,0.147,3.18
14.001,36.75,22,2,0,0.119,23.3
5.983,33.06,6,3,0,0.24,12.63
7.855,36.19,1,1,0,0.171,14.91
2.103,32.31,23,6,1,0.289,4.78
3.753,15.42,9,3,0,0.858,15.97
11.282,33.4,22,1,0,0.136,21.8
1.124,32.2,3,5,1,0.26,3.51
10.825,18.23,8,4,0,0.786,36.18
5.396,39.58,19,6,1,0.101,9.02
2.281,31.79,21,5,1,0.243,6.19
4.503,39.25,6,0,0,0.026,7.6
11.832,34.93,2,1,0,0.194,22.35
2.08,34.84,6,6,1,0.215,5.18
10.125,40.63,19,5,1,0.013,16.13
13.547,39.13,7,6,1,0.088,22.95
12.056,22.68,17,1,0,0.652,32.85
12.629,23.11,10,2,0,0.542,33.74
11.936,38.45,4,2,0,0.05,20.88
3.965,31.27,4,5,1,0.291,7.67
11.894,35.05,21,5,1,0.12,22.41
1.516,36.5,23,6,1,0.181,3.92
7.146,20.44,17,0,0,0.737,23.25
10.877,37.11,10,5,1,0.096,18.54
9.399,36.21,5,3,0,0.145,17.63
6.807,37.68,10,5,1,0.081,11.09
5.61,39.11,3,0,0,0.005,10.06
1.572,34.2,1,4,0,0.267,4.28
14.279,20.19,9,2,0,0.749,44.92
9.63,32.78,8,5,1,0.235,18.51
8.827,14.88,19,0,0,0.875,37.87
1.035,36.58,13,5,1,0.093,3.24
8.244,35.36,1,1,0,0.071,16.36
7.226,30.81,11,0,0,0.329,15.19
11.143,33.31,4,4,0,0.232,20.91
7.232,32.8,19,6,1,0.27,13.45
2.413,37.69,16,6,1,0.032,5.43
14.268,37.23,17,6,1,0.077,23.49
0.73,27.51,13,1,0,0.423,1.78
10.583,36.65,4,3,0,0.049,19.21
11.532,23.36,19,1,0,0.608,30.28
2.385,38.49,6,3,0,0.122,5.46
13.61,20.02,18,3,0,0.71,42.72
9.079,32.8,5,2,0,0.298,16.71
2.853,31.6,14,1,0,0.318,5.51
6.725,36.02,20,0,0,0.175,13.54
13.081,39.33,21,6,1,0.025,20.14
12.34,27.26,10,2,0,0.492,28.28
10.102,13.23,17,3,0,0.957,47.82
14.485,32.62,1,2,0,0.296,27.41
2.348,22.62,15,4,0,0.557,7.63
10.865,32.35,11,0,0,0.328,21.98
11.22,36.23,15,5,1,0.192,19.15
7.414,38.38,3,0,0,0.053,12.5
5.915,32.15,23,4,0,0.298,11.17
0.938,31.02,19,5,1,0.29,4.17
3.312,33.66,15,3,0,0.372,6.46
11.471,33.17,3,4,0,0.277,22.39
6.827,31.67,22,6,1,0.245,15.27
2.889,34.28,6,6,1,0.136,7.06
11.689,27.41,13,1,0,0.46,27.53
1.853,15.24,7,1,0,0.837,9.51
10.225,40.38,15,6,1,0.019,17.39
11.486,30.09,14,1,0,0.336,24.23
5.674,33.04,5,5,1,0.227,10.51
0.802,35.17,1,4,0,0.189,3.84
6.272,34.27,4,1,0,0.187,12.57
12.916,25.14,8,3,0,0.602,32.01
2.224,31.84,8,6,1,0.288,5.8
9.196,37.1,23,6,1,0.133,15.03
12.038,40.23,20,3,0,0.138,20.0
10.532,25.87,10,1,0,0.458,24.67
6.329,10.72,18,2,0,0.998,35.68
6.514,39.42,20,2,0,0.061,12.21
13.767,24.76,11,2,0,0.562,33.93
1.927,38.05,3,5,1,0.089,5.22
0.56,37.25,23,6,1,0.14,2.32
1.624,35.14,6,4,0,0.116,3.24
11.987,20.81,9,4,0,0.637,34.88
3.974,32.18,20,5,1,0.277,9.48
5.344,36.71,12,5,1,0.165,10.85
10.338,18.25,19,4,0,0.804,36.27
14.533,37.73,4,2,0,0.093,24.25
13.227,25.81,15,0,0,0.433,31.37
10.348,38.43,3,2,0,0.047,18.45
7.284,23.28,8,3,0,0.657,18.78
8.216,34.33,7,5,1,0.118,14.8
11.733,40.1,3,6,1,0.03,17.94
14.42,32.36,12,5,1,0.293,27.53
9.987,37.71,6,2,0,0.073,17.82
8.166,34.59,8,6,1,0.271,14.45
13.951,24.67,14,1,0,0.554,34.45
9.552,31.98,22,2,0,0.273,19.68
10.298,38.42,20,4,0,0.089,17.36
10.181,36.27,1,6,1,0.134,17.69
11.477,21.29,14,4,0,0.563,33.7
3.955,36.1,2,5,1,0.167,7.47
12.744,32.04,10,5,1,0.218,24.1
6.242,24.06,15,2,0,0.543,16.39
9.93,13.66,9,3,0,0.9,44.89
12.257,39.85,0,3,0,0.037,20.44
8.891,12.9,8,2,0,0.972,42.41
5.305,32.39,17,5,1,0.191,11.02
13.847,34.67,19,5,1,0.164,24.02
11.581,15.89,9,0,0,0.85,45.29
8.71,16.44,9,4,0,0.82,32.47
4.045,31.08,20,1,0,0.255,8.25
13.159,35.12,3,1,0,0.198,23.5
4.299,34.53,0,5,1,0.239,9.37
4.808,37.74,20,1,0,0.056,7.92
10.98,35.22,6,5,1,0.246,20.68
11.52,36.0,21,2,0,0.136,20.69
14.622,31.6,23,1,0,0.277,29.3
4.452,24.94,9,1,0,0.645,10.99
5.541,22.51,9,4,0,0.641,17.17
10.218,37.63,20,4,0,0.142,17.91
0.91,13.89,16,0,0,0.895,6.24
1.557,40.82,21,2,0,0.065,3.1
8.032,21.91,14,1,0,0.552,24.36
4.075,28.75,13,4,0,0.484,9.45
0.52,21.87,19,0,0,0.711,3.52
3.162,25.96,11,2,0,0.418,8.59
12.239,29.23,3,4,0,0.267,25.31
10.855,35.01,22,0,0,0.246,18.75
13.639,40.76,5,0,0,0.016,22.5
7.787,26.01,12,4,0,0.498,20.4
13.146,32.49,22,4,0,0.28,26.07
4.339,32.22,2,2,0,0.295,9.67
6.922,15.11,17,1,0,0.873,27.67
1.564,16.73,17,0,0,0.794,7.57
7.54,19.73,7,3,0,0.633,24.47
14.669,38.78,3,4,0,0.064,23.88
14.545,34.14,13,5,1,0.269,27.5
8.259,38.37,0,5,1,0.094,14.32
8.236,25.53,11,0,0,0.595,19.6
11.764,30.53,11,0,0,0.312,24.02
9.354,30.73,7,5,1,0.277,19.24
11.242,36.19,23,0,0,0.201,19.61
7.573,27.3,14,2,0,0.364,18.56
11.578,38.92,21,5,1,0.003,18.92
6.45,34.03,20,1,0,0.063,13.76
3.483,36.87,15,5,1,0.103,7.23
13.701,36.92,1,2,0,0.152,23.97
5.593,42.13,4,6,1,0.004,8.96
7.176,32.27,22,6,1,0.268,14.79
10.659,34.44,20,4,0,0.184,21.04
13.295,30.91,11,0,0,0.403,26.18
10.066,37.14,4,6,1,0.102,17.92
7.271,39.53,23,0,0,0.047,13.18
4.164,15.55,9,1,0,0.815,16.6
12.262,17.34,9,0,0,0.791,43.06
5.234,23.63,8,3,0,0.661,15.36
5.654,32.75,12,6,1,0.252,11.28
4.63,24.47,15,0,0,0.525,11.51
10.863,33.49,0,4,0,0.27,20.72
7.599,37.21,23,0,0,0.005,14.31
13.243,26.12,15,0,0,0.505,32.59
12.498,34.51,11,6,1,0.221,21.74
4.279,25.02,15,4,0,0.46,11.61
3.252,18.22,18,2,0,0.831,12.42
2.246,15.82,19,3,0,0.826,9.52
3.089,22.2,15,2,0,0.556,10.14
10.513,33.3,12,4,0,0.345,21.02
7.152,37.19,0,6,1,0.08,13.15
14.797,10.89,17,4,0,0.955,83.93
7.509,20.4,7,1,0,0.722,22.75
2.376,37.11,3,6,1,0.046,5.28
12.481,37.01,4,6,1,0.126,21.38
11.971,35.67,5,5,1,0.17,21.03
1.745,39.69,17,5,1,0.087,3.07
11.552,31.94,23,6,1,0.233,22.25
2.482,33.69,3,3,0,0.182,6.18
10.363,13.82,17,0,0,0.873,45.93
4.445,32.11,14,6,1,0.249,10.44
3.686,33.07,3,3,0,0.222,6.85
3.781,31.28,4,1,0,0.241,7.77
5.371,33.68,21,6,1,0.275,11.62
7.921,26.8,10,2,0,0.393,18.5
10.18,31.86,1,5,1,0.281,19.79
1.661,9.83,9,2,0,0.996,10.54
7.987,36.84,6,2,0,0.13,14.07
9.259,32.89,21,4,0,0.253,18.51
6.358,23.54,12,1,0,0.549,18.6
5.33,37.02,15,5,1,0.045,10.09
10.096,40.06,12,6,1,0.015,16.66
9.576,37.64,5,5,1,0.125,17.26
4.943,31.09,12,6,1,0.258,10.26
10.105,27.08,14,1,0,0.459,24.1
9.742,25.6,10,2,0,0.476,24.53
13.582,25.23,13,3,0,0.57,33.01
13.559,33.95,5,5,1,0.198,24.74
7.804,27.37,8,2,0,0.614,18.46
6.124,33.51,20,2,0,0.241,13.02
3.639,33.97,4,5,1,0.23,8.8
10.894,14.15,7,2,0,0.855,46.38
0.956,33.45,15,5,1,0.132,3.1
8.586,32.49,23,2,0,0.143,17.91
7.042,12.25,16,0,0,0.958,36.66
13.411,29.97,10,2,0,0.31,29.12
9.914,37.42,21,0,0,0.041,16.28
9.641,31.17,11,5,1,0.258,19.45
13.763,13.76,8,4,0,0.895,61.26
0.918,25.71,12,3,0,0.461,3.95
12.255,34.78,6,4,0,0.224,22.15
10.336,23.79,7,4,0,0.621,26.28
4.048,17.13,7,1,0,0.758,14.63
4.634,38.72,0,3,0,0.087,7.2
8.319,18.91,19,1,0,0.706,27.9
10.199,23.69,10,4,0,0.58,26.38
9.243,37.71,5,0,0,0.015,15.55
11.421,31.85,5,5,1,0.265,21.83
6.885,28.61,14,4,0,0.376,15.38
12.768,37.09,21,2,0,0.205,22.49
7.967,19.62,8,1,0,0.647,24.99
2.526,19.23,7,1,0,0.714,9.76
1.163,13.85,17,2,0,0.951,5.49
12.06,36.0,13,5,1,0.095,20.33
13.781,17.84,18,4,0,0.898,48.14
1.347,13.49,8,4,0,0.961,8.31
12.266,17.67,17,0,0,0.828,42.42
3.658,33.91,2,6,1,0.189,7.64
3.879,31.15,23,4,0,0.277,9.34
10.163,35.38,5,5,1,0.146,19.11
3.046,39.44,0,6,1,0.008,4.98
3.011,33.88,22,4,0,0.197,7.52
3.594,23.12,7,0,0,0.66,10.88
6.588,36.36,20,3,0,0.083,12.93
9.006,32.37,2,4,0,0.246,17.55
3.308,31.95,17,5,1,0.22,6.58
2.25,40.74,20,3,0,0.0,3.36
6.149,18.09,16,2,0,0.878,21.7
14.666,33.98,5,4,0,0.18,27.13
3.32,35.43,21,0,0,0.083,6.23
6.745,12.74,16,4,0,0.898,33.69
2.799,41.04,23,4,0,0.097,4.81
9.091,35.01,3,0,0,0.152,18.07
3.09,36.27,13,6,1,0.113,6.65
3.596,22.44,13,3,0,0.556,12.11
5.114,32.06,21,1,0,0.238,11.94
1.632,36.76,12,6,1,0.127,4.05
3.592,25.76,13,1,0,0.588,8.96
13.432,29.37,3,6,1,0.236,28.8
14.374,34.97,6,4,0,0.144,26.67
10.221,24.02,16,2,0,0.739,26.38
8.702,40.43,6,2,0,0.035,15.24
14.602,17.98,18,2,0,0.809,50.67
5.432,28.55,10,4,0,0.475,13.62
5.882,29.39,11,2,0,0.431,13.57
10.161,30.98,14,1,0,0.362,21.06
7.584,40.22,1,0,0,0.025,12.16
5.007,33.77,23,5,1,0.235,9.32
14.688,20.84,17,3,0,0.798,44.46
13.366,15.46,9,4,0,0.955,53.92
11.901,38.18,21,3,0,0.166,21.12
14.944,10.02,9,0,0,0.94,91.01
1.312,24.28,14,4,0,0.561,3.77
6.683,35.14,1,5,1,0.129,12.71
9.664,33.2,23,0,0,0.136,19.51
8.239,16.52,17,2,0,0.863,30.06
2.963,36.66,5,3,0,0.212,6.84
10.384,39.86,11,6,1,0.033,17.07
3.245,32.67,12,3,0,0.309,6.26
5.022,22.39,16,2,0,0.648,14.88
8.239,30.46,14,4,0,0.308,18.29
3.392,32.04,13,1,0,0.371,7.91
3.946,31.44,0,0,0,0.278,9.57
5.186,37.89,12,5,1,0.048,8.94
13.857,22.69,18,3,0,0.626,37.75
12.834,38.57,14,5,1,0.107,21.32
12.569,22.81,13,2,0,0.576,35.4
2.752,16.14,9,3,0,0.996,11.77
11.95,20.04,19,1,0,0.678,36.38
13.214,35.58,2,2,0,0.185,23.32
1.024,14.02,8,0,0,0.905,6.78
4.504,17.49,19,4,0,0.833,15.46
1.08,40.76,1,6,1,0.076,2.35
5.721,39.32,5,6,1,0.03,10.07
6.94,36.0,0,3,0,0.128,13.17
14.327,13.55,7,4,0,0.965,63.79
10.052,31.69,20,1,0,0.277,20.44
5.274,35.61,21,1,0,0.111,9.5
8.872,39.85,21,1,0,0.086,13.84
14.622,33.18,20,1,0,0.232,27.71
4.397,31.46,23,0,0,0.265,10.75
1.958,27.71,14,1,0,0.381,5.13
3.274,39.36,14,5,1,0.068,5.0
5.473,35.84,21,5,1,0.12,9.59
2.041,21.53,12,4,0,0.599,6.1
1.291,35.15,23,4,0,0.138,2.71
11.727,17.41,9,0,0,0.755,42.68
14.558,28.39,12,0,0,0.367,31.86
8.936,28.9,12,3,0,0.399,19.91
14.403,33.08,2,6,1,0.196,26.18
2.987,32.42,17,6,1,0.277,7.65
5.961,41.12,7,5,1,0.008,10.39
5.624,20.94,18,2,0,0.627,18.5
4.586,35.38,6,5,1,0.209,8.18
5.897,28.43,15,0,0,0.577,14.49
4.856,39.2,16,6,1,0.025,8.76
4.328,24.27,14,3,0,0.511,11.45
11.497,17.36,18,1,0,0.818,42.01
1.348,18.99,9,4,0,0.825,5.91
12.584,39.49,23,0,0,0.066,20.17
4.811,40.43,11,5,1,0.028,7.25
2.118,28.59,12,4,0,0.401,5.43
14.804,27.98,13,2,0,0.392,32.66
6.255,32.86,5,0,0,0.255,12.28
3.196,35.99,22,4,0,0.153,6.72
12.462,36.4,14,6,1,0.163,22.8
1.74,14.35,8,0,0,0.853,7.47
7.552,15.12,19,0,0,0.866,31.04
14.738,14.69,9,1,0,0.959,61.28
3.894,39.16,3,2,0,0.075,7.47
2.612,14.96,8,2,0,0.87,12.81
3.935,33.91,3,1,0,0.22,6.99
5.408,35.42,1,4,0,0.202,10.0
2.962,35.29,16,5,1,0.145,5.88
4.755,40.28,5,5,1,0.08,7.32
5.529,37.21,23,6,1,0.056,10.59
10.895,35.99,5,2,0,0.205,18.63
8.375,36.77,13,5,1,0.13,14.01
6.57,32.29,2,6,1,0.28,13.71
2.58,35.7,5,2,0,0.106,6.31
12.131,15.51,7,4,0,0.762,47.66
3.899,20.29,17,2,0,0.646,13.96
11.045,29.79,15,1,0,0.328,23.53
3.595,35.29,21,0,0,0.251,7.46
13.945,37.69,10,5,1,0.154,22.96
7.164,24.81,15,4,0,0.491,17.82
7.455,26.84,12,1,0,0.47,18.37
5.416,36.74,3,1,0,0.015,9.66
14.433,28.89,14,4,0,0.393,31.25
13.014,24.7,12,4,0,0.523,32.6
5.67,32.45,10,0,0,0.313,11.25
10.351,15.59,7,2,0,0.822,40.75
10.171,31.21,1,4,0,0.28,21.69
1.985,26.98,14,0,0,0.503,5.89
3.833,36.03,4,4,0,0.107,7.31
5.115,26.9,12,4,0,0.521,13.37
8.56,20.4,16,1,0,0.827,27.42
14.564,40.05,4,0,0,0.025,22.9
6.966,23.15,12,3,0,0.563,19.81
10.008,38.74,1,1,0,0.11,17.85
10.998,11.35,8,1,0,0.908,59.07
11.092,40.02,11,6,1,0.084,17.78
8.7,34.94,1,6,1,0.23,17.18
5.641,38.07,20,1,0,0.064,9.08
14.416,20.96,8,2,0,0.725,41.99
11.093,31.82,3,2,0,0.261,22.85
4.306,39.98,9,5,1,0.061,8.72
4.501,38.03,20,5,1,0.061,7.84
11.652,21.82,12,2,0,0.519,32.56
5.967,38.56,7,6,1,0.116,9.76
11.875,38.97,6,2,0,0.052,19.33
12.576,41.01,22,2,0,0.034,20.05
8.926,31.84,1,3,0,0.253,17.41
6.916,25.4,13,2,0,0.479,17.51
0.888,34.61,3,1,0,0.129,3.7
10.573,26.61,15,2,0,0.485,26.32
8.202,29.33,13,2,0,0.371,17.87
12.913,40.41,4,1,0,0.08,20.11
13.952,12.14,17,4,0,0.971,70.74
4.055,24.68,8,2,0,0.622,10.69
9.094,12.98,17,3,0,0.978,43.92
11.093,32.13,1,2,0,0.29,22.47
2.273,40.14,3,2,0,0.018,4.19
14.872,36.13,3,0,0,0.118,25.32
5.935,21.78,14,4,0,0.55,17.11
7.301,14.01,17,1,0,0.97,33.06
2.404,32.93,0,2,0,0.27,5.25
2.117,20.14,17,0,0,0.687,6.78
11.505,41.37,23,1,0,0.019,17.58
9.216,27.07,11,2,0,0.544,21.96
4.641,33.39,15,6,1,0.197,9.82
1.945,37.9,1,3,0,0.12,4.14
11.722,29.04,13,1,0,0.408,25.23
13.631,32.75,15,2,0,0.309,25.87
1.333,40.74,5,0,0,0.06,3.14
7.628,30.29,0,6,1,0.266,15.89
13.343,34.45,23,4,0,0.224,25.72
14.997,30.22,11,0,0,0.333,29.86
7.503,16.38,9,3,0,0.841,28.61
6.415,31.4,23,3,0,0.299,12.62
10.085,32.69,23,3,0,0.254,20.39
7.021,38.97,4,2,0,0.154,12.2
9.837,34.05,1,3,0,0.193,18.63
10.386,34.68,15,4,0,0.3,20.4
5.741,41.45,15,6,1,0.021,10.24
4.12,27.41,12,3,0,0.506,10.13
4.631,38.5,4,4,0,0.049,7.28
1.805,9.23,16,1,0,0.989,13.95
7.07,35.56,1,2,0,0.209,12.06
8.247,27.39,12,4,0,0.385,20.22
7.004,27.13,16,5,1,0.298,16.92
7.353,36.86,5,5,1,0.088,14.33
10.823,35.3,0,2,0,0.15,19.58
2.095,32.88,14,6,1,0.294,3.83
13.466,30.0,12,0,0,0.357,27.47
8.575,12.7,19,1,0,0.96,40.93
7.905,39.96,4,5,1,0.056,12.4
5.433,28.9,13,2,0,0.375,12.34
2.465,38.26,14,5,1,0.045,5.51
11.886,34.08,4,4,0,0.196,23.41
10.337,37.27,23,3,0,0.064,16.84
4.515,38.51,18,5,1,0.07,7.85
12.395,25.72,15,1,0,0.439,28.94
7.484,12.17,8,1,0,0.991,37.1
9.09,40.61,4,3,0,0.057,14.85
12.306,16.34,9,2,0,0.921,47.18
10.609,36.96,2,5,1,0.004,18.11
4.575,37.41,15,6,1,0.067,9.19
10.555,38.24,9,6,1,0.076,18.13
11.551,32.97,15,6,1,0.256,23.3
12.223,40.61,2,4,0,0.003,20.47
7.366,12.33,8,1,0,0.956,37.18
4.459,25.05,15,2,0,0.439,11.74
12.821,41.08,21,1,0,0.078,19.03
3.045,12.05,8,3,0,0.989,16.16
9.185,32.31,23,1,0,0.147,17.4
10.47,35.58,16,5,1,0.119,19.22
14.463,22.47,18,0,0,0.611,40.44
12.55,21.58,7,4,0,0.654,36.95
13.868,40.9,4,6,1,0.06,20.74
3.554,15.22,7,2,0,0.804,15.28
12.307,31.55,4,6,1,0.274,24.23
7.756,29.94,11,2,0,0.397,16.97
8.009,34.54,21,5,1,0.158,16.18
4.328,35.6,7,5,1,0.124,7.64
7.855,33.81,22,4,0,0.213,14.04
0.758,27.73,13,1,0,0.376,3.35
11.001,33.41,3,1,0,0.228,20.44
6.099,21.38,8,3,0,0.639,18.42
10.946,13.72,7,2,0,0.969,48.21
8.913,17.24,19,0,0,0.789,32.88
12.168,31.8,20,4,0,0.28,23.82
11.316,38.19,9,5,1,0.055,17.88
1.022,37.07,5,5,1,0.107,2.11
10.347,33.08,3,0,0,0.258,19.14
4.543,30.14,10,0,0,0.363,9.24
6.698,32.26,6,3,0,0.27,14.95
11.424,32.75,0,4,0,0.215,21.83
7.844,26.84,10,0,0,0.535,19.97
8.976,29.74,0,1,0,0.289,19.47
11.598,33.52,3,1,0,0.237,21.25
9.195,39.57,0,4,0,0.003,16.05
4.248,36.55,1,6,1,0.114,7.0
4.616,30.98,13,0,0,0.331,9.41
5.738,31.19,2,3,0,0.275,12.28
6.283,36.75,11,5,1,0.151,10.76
1.579,32.7,21,6,1,0.179,4.15
